case_id,open_date,close_date,days_to_close,severity,product_area,issue_type,complexity,effort_level,escalation_flag,reopen_flag,agent_type,lifecycle_stage_touched,handoff_time_hours,num_actions,automation_success,first_response_time_hours,resolution_accuracy,csat_score,sla_target_days,sla_met,repeat_contact_flag,kb_article_used,kb_coverage_score,engineer_workload,queue_depth
CASE-100122,2024-09-03T14:00:00.000Z,2024-09-23T11:23:43.987Z,19.89,Sev-B,Storage,Performance,High,High,false,false,None,,,2,,4.9,0.79,4.2,8,false,false,false,0.35,13,78
CASE-100123,2025-01-10T16:00:00.000Z,2025-01-22T22:32:40.693Z,12.27,Sev-A,Compute,Feature Gap,High,Low,false,false,CaseHealth,Scoping/Troubleshooting,1.5,3,true,3.7,0.85,4.8,5,false,false,false,0.36,24,57
CASE-100124,2024-02-11T02:00:00.000Z,2024-02-15T01:29:17.177Z,3.98,Sev-B,Security,Feature Gap,Medium,Low,false,false,Knowledge,Creation,3.2,6,true,3.8,0.89,3.4,8,true,false,true,0.88,22,71
CASE-100125,2024-12-27T23:00:00.000Z,2025-01-16T16:54:16.490Z,19.75,Sev-C,Storage,How-To,Medium,Medium,false,false,Routing,Creation,1.8,8,true,4,0.8,3.2,12,false,false,true,0.81,24,11
CASE-100126,2025-03-18T11:00:00.000Z,2025-04-07T23:28:04.457Z,20.52,Sev-B,Identity,Feature Gap,High,Medium,false,false,None,,,2,,10.4,0.89,3.8,8,false,false,false,0.31,16,78
CASE-100127,2024-03-19T03:00:00.000Z,2024-04-03T07:04:00.041Z,15.17,Sev-C,Security,Configuration,High,Medium,false,false,Scoping,Scoping/Troubleshooting,2.3,4,true,4.5,0.86,3.7,12,false,false,false,0.44,16,25
CASE-100128,2024-01-11T14:00:00.000Z,2024-01-24T10:57:27.005Z,12.87,Sev-C,Compute,How-To,Medium,Low,false,false,Knowledge,Creation,1.4,4,true,2.2,0.98,4.5,12,false,false,true,1,15,67
CASE-100129,2024-10-19T17:00:00.000Z,2024-11-06T20:29:54.794Z,18.15,Sev-D,Compute,Bug,Medium,Low,false,false,None,,,1,,8.6,0.86,3.1,18,false,false,false,0.17,11,8
CASE-100130,2025-01-25T23:00:00.000Z,2025-02-20T06:17:48.063Z,25.3,Sev-C,Identity,Performance,High,Medium,true,false,None,,,3,,10.2,0.99,3.5,12,false,false,true,0.79,6,28
CASE-100131,2025-03-30T19:00:00.000Z,2025-04-06T18:03:26.302Z,6.96,Sev-B,Data Platform,Configuration,Low,Medium,false,false,None,,,3,,5.2,1,3.2,8,true,false,false,0.5,18,66
CASE-100132,2024-06-03T15:00:00.000Z,2024-06-21T07:33:17.863Z,17.69,Sev-B,Data Platform,Configuration,Medium,Medium,false,false,None,,,1,,8,1,2.8,8,false,false,false,0.38,10,61
CASE-100133,2024-04-17T23:00:00.000Z,2024-04-30T17:16:53.707Z,12.76,Sev-C,Identity,Configuration,Medium,Medium,false,false,Knowledge,Closure,6,2,true,2.8,0.87,4.4,12,false,false,true,0.77,15,21
CASE-100134,2024-02-22T07:00:00.000Z,2024-03-03T04:09:54.449Z,9.88,Sev-C,Compute,How-To,Low,Medium,false,false,Scoping,Closure,10.1,5,true,2.1,0.79,5,12,true,false,false,0.56,8,21
CASE-100135,2025-03-14T15:00:00.000Z,2025-04-03T15:12:18.149Z,20.01,Sev-D,Networking,Outage,Medium,Low,false,false,None,,,2,,5.9,0.79,3.5,18,false,false,false,0.49,11,19
CASE-100136,2024-04-20T02:00:00.000Z,2024-05-02T22:02:08.691Z,12.83,Sev-C,Networking,Feature Gap,Medium,Medium,false,false,Scoping,Scoping/Troubleshooting,5.8,3,true,3.8,0.97,3.6,12,false,false,false,0.65,7,61
CASE-100137,2024-11-06T08:00:00.000Z,2024-11-15T18:04:54.452Z,9.42,Sev-B,Identity,Feature Gap,Low,Medium,false,false,CaseHealth,Closure,3.9,4,true,5,0.85,4.7,8,false,false,false,0.19,19,62
CASE-100138,2024-07-26T10:00:00.000Z,2024-08-02T02:51:28.858Z,6.7,Sev-A,Security,Configuration,Low,Medium,true,true,None,,,3,,10,0.93,4.3,5,false,false,false,0.37,14,12
CASE-100139,2024-11-04T02:00:00.000Z,2024-11-16T03:33:58.529Z,12.07,Sev-C,Networking,Feature Gap,Low,Medium,false,false,Knowledge,Scoping/Troubleshooting,3.6,8,true,4.4,0.85,4.2,12,false,true,false,0.51,14,9
CASE-100140,2024-07-22T18:00:00.000Z,2024-08-04T16:50:57.256Z,12.95,Sev-B,Compute,Feature Gap,Medium,Low,false,false,None,,,1,,4.8,0.96,3.9,8,false,false,false,0.24,24,74
CASE-100141,2025-04-26T08:00:00.000Z,2025-05-11T16:11:55.523Z,15.34,Sev-D,Collaboration,How-To,Low,Low,false,false,None,,,1,,5.5,0.89,3.7,18,true,false,false,0.35,9,28
CASE-100142,2024-02-28T18:00:00.000Z,2024-03-06T03:38:03.134Z,6.4,Sev-B,Identity,Feature Gap,Medium,Low,false,false,Knowledge,Creation,8.2,3,true,6.4,0.86,3.5,8,true,false,false,0.39,21,6
CASE-100143,2024-08-03T16:00:00.000Z,2024-08-16T02:31:39.227Z,12.44,Sev-B,Security,Performance,Medium,High,false,false,Scoping,Creation,6,2,true,3.7,0.96,4.2,8,false,false,false,0.6,21,19
CASE-100144,2024-01-25T20:00:00.000Z,2024-02-10T07:04:12.125Z,15.46,Sev-D,Networking,How-To,Medium,Low,false,false,CaseHealth,Creation,9.4,5,true,4.2,0.92,3.6,18,true,false,false,0.38,10,66
CASE-100145,2024-12-14T04:00:00.000Z,2025-01-02T16:50:14.412Z,19.53,Sev-C,Collaboration,Outage,Medium,High,false,false,Scoping,Creation,9.1,3,true,4.3,0.91,4.6,12,false,false,true,0.98,13,75
CASE-100146,2024-09-01T09:00:00.000Z,2024-09-11T13:17:19.490Z,10.18,Sev-C,Compute,Bug,Low,Low,false,false,None,,,3,,6.9,0.88,3.4,12,true,false,false,0.53,15,43
CASE-100147,2024-12-19T05:00:00.000Z,2024-12-30T18:21:06.526Z,11.56,Sev-C,Identity,Outage,Medium,Medium,false,false,Blended,Scoping/Troubleshooting,12,5,true,1.9,0.94,4.5,12,true,false,true,0.68,11,26
CASE-100148,2024-01-15T20:00:00.000Z,2024-01-24T11:21:14.543Z,8.64,Sev-B,Identity,Feature Gap,Medium,Low,false,false,None,,,3,,7,0.88,3.5,8,false,false,true,0.65,21,11
CASE-100149,2024-06-10T08:00:00.000Z,2024-07-01T14:40:01.052Z,21.28,Sev-D,Data Platform,Performance,High,Medium,false,false,CaseHealth,Scoping/Troubleshooting,4,5,true,9,0.94,3.6,18,false,false,true,0.67,12,71
CASE-100150,2025-05-01T11:00:00.000Z,2025-05-22T06:10:54.376Z,20.8,Sev-D,Security,Outage,Low,Medium,false,false,Knowledge,Scoping/Troubleshooting,3.5,7,true,3.3,0.81,4.5,18,false,false,true,0.81,8,63
CASE-100151,2024-12-26T02:00:00.000Z,2025-01-01T23:09:09.858Z,6.88,Sev-C,Networking,Configuration,Medium,Low,false,true,Blended,Scoping/Troubleshooting,11.7,3,false,7.1,0.76,4,12,true,false,true,0.7,22,13
CASE-100152,2025-04-24T20:00:00.000Z,2025-05-10T16:56:37.225Z,15.87,Sev-C,Collaboration,Feature Gap,Low,High,false,false,Scoping,Closure,8.2,3,true,3.9,0.99,4.2,12,false,false,false,0.25,18,76
CASE-100153,2025-01-25T21:00:00.000Z,2025-02-06T13:11:58.297Z,11.67,Sev-B,Identity,How-To,Low,High,true,false,Routing,Creation,4.2,8,true,5.7,0.78,3.6,8,false,false,false,0.37,6,5
CASE-100154,2024-08-22T17:00:00.000Z,2024-08-29T11:18:15.680Z,6.76,Sev-B,Collaboration,How-To,Low,Low,false,false,None,,,3,,5.9,0.76,4.5,8,true,false,true,0.73,14,19
CASE-100155,2024-01-21T17:00:00.000Z,2024-02-13T02:53:26.858Z,22.41,Sev-D,Collaboration,How-To,High,Low,true,false,None,,,3,,2.1,0.92,3,18,false,false,false,0.4,14,15
CASE-100156,2025-03-03T04:00:00.000Z,2025-03-21T13:29:09.630Z,18.4,Sev-C,Data Platform,Feature Gap,Medium,High,false,false,Knowledge,Closure,17.4,4,true,2.7,0.97,4.4,12,false,false,true,0.36,4,6
CASE-100157,2024-01-04T12:00:00.000Z,2024-01-15T21:12:51.231Z,11.38,Sev-A,Networking,Configuration,Medium,Low,false,false,None,,,1,,5.7,0.71,3.4,5,false,false,false,0.48,18,51
CASE-100158,2024-01-26T02:00:00.000Z,2024-02-02T09:39:19.473Z,7.32,Sev-B,Compute,Configuration,Low,Medium,false,true,Routing,Creation,3.8,2,true,2.8,0.79,4.5,8,true,false,true,0.72,20,12
CASE-100159,2024-05-11T01:00:00.000Z,2024-05-28T20:39:08.710Z,17.82,Sev-D,Networking,Configuration,Medium,Medium,false,false,Blended,Closure,3.6,4,false,5.1,0.76,2.6,18,true,true,true,0.77,7,44
CASE-100160,2025-04-25T08:00:00.000Z,2025-05-07T13:07:08.530Z,12.21,Sev-B,Storage,Outage,Medium,Medium,false,false,None,,,3,,8.3,0.92,3.4,8,false,false,false,0.09,8,78
CASE-100161,2025-01-29T04:00:00.000Z,2025-02-15T11:11:30.439Z,17.3,Sev-B,Networking,Feature Gap,High,Low,false,false,None,,,1,,5.9,0.78,2.8,8,false,false,false,0.46,19,18
CASE-100162,2024-01-15T08:00:00.000Z,2024-01-24T08:29:56.981Z,9.02,Sev-B,Data Platform,Outage,Medium,Medium,false,false,Scoping,Closure,3.5,2,true,6.2,0.99,4.1,8,false,false,false,0.46,10,67
CASE-100163,2024-07-27T23:00:00.000Z,2024-08-07T23:45:44.958Z,11.03,Sev-C,Compute,How-To,Low,Low,false,false,None,,,1,,7,0.76,3.5,12,true,false,false,0.39,11,61
CASE-100164,2024-10-15T04:00:00.000Z,2024-11-02T10:57:22.436Z,18.29,Sev-C,Compute,Configuration,Medium,High,false,false,None,,,3,,5.9,0.86,3.6,12,false,false,false,0.34,4,47
CASE-100165,2024-12-13T04:00:00.000Z,2025-01-01T01:03:45.566Z,18.88,Sev-B,Networking,Configuration,High,High,false,false,None,,,2,,7,0.75,4,8,false,false,false,0.39,16,77
CASE-100166,2024-12-10T06:00:00.000Z,2024-12-22T10:17:33.366Z,12.18,Sev-D,Collaboration,Feature Gap,Low,Low,false,false,None,,,2,,8,0.86,4.3,18,true,false,false,0.4,23,8
CASE-100167,2024-09-25T07:00:00.000Z,2024-10-02T14:12:01.876Z,7.3,Sev-B,Data Platform,How-To,Medium,Low,false,false,Routing,Closure,17.1,5,false,4.6,0.68,3.2,8,true,false,true,0.84,5,23
CASE-100168,2024-12-22T09:00:00.000Z,2025-01-01T20:37:25.432Z,10.48,Sev-C,Security,Outage,High,Low,true,false,Scoping,Creation,8.2,8,true,4.5,0.96,3.1,12,true,false,true,0.55,12,72
CASE-100169,2025-01-17T16:00:00.000Z,2025-02-09T14:27:15.525Z,22.94,Sev-C,Compute,How-To,High,Low,false,false,None,,,1,,7,0.87,3.9,12,false,false,false,0.42,15,70
CASE-100170,2024-05-22T22:00:00.000Z,2024-05-27T00:33:48.609Z,4.11,Sev-A,Networking,Configuration,Low,Low,false,false,None,,,3,,2.8,0.97,2.8,5,true,false,true,0.64,14,49
CASE-100171,2024-06-26T04:00:00.000Z,2024-07-06T16:24:39.967Z,10.52,Sev-B,Identity,Feature Gap,Medium,Low,false,true,CaseHealth,Closure,5.6,6,true,4.4,0.85,3.7,8,false,false,false,0.38,22,45
CASE-100172,2024-12-07T04:00:00.000Z,2024-12-16T22:54:07.306Z,9.79,Sev-D,Compute,Configuration,Low,Low,false,false,Knowledge,Creation,8.9,5,true,6.7,0.88,3.4,18,true,false,false,0.53,15,45
CASE-100173,2024-11-08T16:00:00.000Z,2024-11-21T02:11:48.812Z,12.42,Sev-A,Identity,Performance,Low,High,false,false,Routing,Creation,2.8,6,false,7.1,0.74,2.6,5,false,false,false,0.43,13,34
CASE-100174,2024-01-07T12:00:00.000Z,2024-01-13T03:15:55.218Z,5.64,Sev-B,Security,Configuration,Low,Medium,false,false,None,,,1,,5.7,0.73,3.3,8,true,true,false,0.33,22,49
CASE-100175,2024-08-21T01:00:00.000Z,2024-08-29T07:12:41.319Z,8.26,Sev-B,Collaboration,Configuration,High,Low,false,false,Blended,Closure,7,4,false,0.2,0.79,4.1,8,false,false,true,0.85,22,29
CASE-100176,2024-05-24T18:00:00.000Z,2024-06-01T06:22:49.437Z,7.52,Sev-B,Compute,Feature Gap,Medium,Medium,true,false,Knowledge,Scoping/Troubleshooting,7.9,2,true,1.5,0.86,5,8,true,false,false,0.35,3,35
CASE-100177,2025-03-15T14:00:00.000Z,2025-03-26T19:14:34.456Z,11.22,Sev-C,Identity,How-To,Low,Low,false,false,Routing,Scoping/Troubleshooting,8,6,true,0.2,0.8,3.9,12,true,false,false,0.36,5,40
CASE-100178,2024-09-09T13:00:00.000Z,2024-09-29T01:56:08.085Z,19.54,Sev-D,Security,Outage,Medium,Low,true,false,None,,,1,,10.6,0.93,3.2,18,false,false,true,0.64,3,54
CASE-100179,2024-05-13T05:00:00.000Z,2024-05-21T23:26:36.969Z,8.77,Sev-B,Security,Outage,Medium,Low,false,false,Blended,Creation,4.7,6,false,3.9,0.6,3.2,8,false,false,true,0.96,7,53
CASE-100180,2024-12-07T13:00:00.000Z,2024-12-22T00:34:38.368Z,14.48,Sev-C,Collaboration,Outage,Medium,Low,false,false,Routing,Closure,0.8,6,true,2.4,0.72,4.1,12,false,false,true,0.76,24,59
CASE-100181,2025-01-24T22:00:00.000Z,2025-01-29T15:46:34.919Z,4.74,Sev-A,Collaboration,Configuration,Low,Medium,false,false,None,,,1,,7.2,0.76,4.6,5,true,false,false,0.38,23,36
CASE-100182,2024-01-26T05:00:00.000Z,2024-02-03T02:09:13.426Z,7.88,Sev-C,Networking,Bug,Low,Low,false,false,Routing,Scoping/Troubleshooting,8.2,4,true,3.3,0.82,3.6,12,true,false,false,0.23,12,72
CASE-100183,2025-02-09T10:00:00.000Z,2025-02-14T12:17:06.916Z,5.1,Sev-A,Compute,Configuration,Medium,Low,false,false,Knowledge,Creation,3.8,3,true,7.9,0.95,3.7,5,false,false,true,0.62,18,46
CASE-100184,2024-05-28T08:00:00.000Z,2024-06-12T22:07:24.599Z,15.59,Sev-C,Data Platform,Bug,High,Low,false,true,Knowledge,Creation,2,8,true,5.5,0.87,4.6,12,false,false,false,0.49,23,36
CASE-100185,2024-07-31T21:00:00.000Z,2024-08-12T10:23:59.259Z,11.56,Sev-B,Identity,Configuration,Medium,Low,false,false,None,,,2,,5.5,0.71,3.4,8,false,true,false,0.37,21,65
CASE-100186,2024-04-29T13:00:00.000Z,2024-05-08T15:17:38.275Z,9.1,Sev-A,Networking,Performance,Low,High,false,true,None,,,3,,6.6,0.71,3.8,5,false,false,false,0.46,3,12
CASE-100187,2024-11-30T22:00:00.000Z,2024-12-17T11:34:53.680Z,16.57,Sev-B,Networking,Feature Gap,High,Medium,false,false,Knowledge,Creation,8,8,true,4.1,0.91,4.1,8,false,false,false,0.5,17,77
CASE-100188,2025-04-06T06:00:00.000Z,2025-04-22T18:49:12.558Z,16.53,Sev-B,Storage,Outage,Medium,High,false,false,Routing,Closure,7.6,6,true,5.7,0.92,4.4,8,false,false,false,0.43,20,34
CASE-100189,2024-05-17T13:00:00.000Z,2024-05-28T09:10:32.779Z,10.84,Sev-C,Storage,Performance,Medium,Low,false,false,Scoping,Creation,2.5,8,true,7.4,0.81,4.8,12,true,false,false,0.37,4,24
CASE-100190,2024-08-17T14:00:00.000Z,2024-09-03T04:25:00.291Z,16.6,Sev-B,Compute,Bug,Medium,High,false,false,Routing,Creation,7.3,6,true,4.2,0.87,4.5,8,false,false,false,0.32,6,58
CASE-100191,2024-02-07T06:00:00.000Z,2024-02-13T18:20:45.607Z,6.51,Sev-A,Storage,Configuration,Low,Medium,false,false,None,,,3,,6.4,0.81,3.4,5,false,false,true,0.7,20,64
CASE-100192,2024-12-16T03:00:00.000Z,2025-01-02T19:19:57.006Z,17.68,Sev-C,Data Platform,Bug,Medium,Low,false,false,None,,,3,,6.4,0.76,3.2,12,false,false,false,0.05,4,12
CASE-100193,2024-02-02T11:00:00.000Z,2024-02-08T12:20:25.858Z,6.06,Sev-B,Identity,Feature Gap,Medium,Low,false,false,Blended,Creation,2,7,true,1.5,0.77,4.6,8,true,true,true,0.96,4,76
CASE-100194,2024-09-25T19:00:00.000Z,2024-10-11T00:59:40.553Z,15.25,Sev-B,Collaboration,Outage,Medium,Medium,false,false,CaseHealth,Creation,8.2,3,true,4.5,1,3.6,8,false,false,false,0.4,24,44
CASE-100195,2024-12-04T16:00:00.000Z,2024-12-14T16:15:39.695Z,10.01,Sev-A,Compute,Outage,Low,High,false,false,None,,,3,,1.8,0.88,4.2,5,false,false,false,0.39,14,66
CASE-100196,2024-08-18T02:00:00.000Z,2024-09-04T05:44:26.754Z,17.16,Sev-C,Collaboration,Configuration,Medium,Low,false,false,None,,,2,,6.8,0.73,3.4,12,false,false,true,0.71,6,53
CASE-100197,2024-01-21T21:00:00.000Z,2024-01-29T17:19:54.439Z,7.85,Sev-B,Data Platform,Outage,Low,High,false,false,Blended,Scoping/Troubleshooting,5.3,8,true,3.4,0.96,3.5,8,true,false,true,0.75,4,47
CASE-100198,2024-10-24T04:00:00.000Z,2024-11-04T16:03:47.102Z,11.5,Sev-D,Identity,Feature Gap,Low,Low,false,false,Scoping,Scoping/Troubleshooting,10,2,true,4.5,0.91,3.7,18,true,false,true,0.95,17,14
CASE-100199,2024-09-16T05:00:00.000Z,2024-10-10T07:04:52.300Z,24.09,Sev-D,Storage,Performance,High,Medium,false,false,None,,,3,,7.1,0.65,3.7,18,false,false,true,1,10,60
CASE-100200,2024-08-15T17:00:00.000Z,2024-08-21T21:35:43.963Z,6.19,Sev-B,Collaboration,How-To,Medium,Low,false,false,None,,,2,,9,0.94,4.3,8,true,true,false,0.65,12,50
CASE-100201,2024-07-27T09:00:00.000Z,2024-08-07T23:06:40.032Z,11.59,Sev-B,Storage,How-To,Medium,High,true,false,Scoping,Creation,5.4,6,true,3.8,0.78,3.9,8,false,true,false,0.53,5,71
CASE-100202,2024-01-25T10:00:00.000Z,2024-02-01T22:58:10.286Z,7.54,Sev-B,Compute,Feature Gap,Low,Medium,false,false,Routing,Closure,0.7,8,true,4,0.84,4.9,8,true,false,false,0.37,19,51
CASE-100203,2024-07-12T20:00:00.000Z,2024-07-18T07:05:25.294Z,5.46,Sev-B,Collaboration,How-To,Low,Low,false,false,None,,,2,,8,0.87,2.6,8,true,false,false,0.36,3,47
CASE-100204,2024-01-03T15:00:00.000Z,2024-01-12T18:00:19.107Z,9.13,Sev-B,Networking,How-To,Low,Medium,true,false,None,,,3,,9,0.92,2.8,8,false,false,false,0.3,9,33
CASE-100205,2024-12-08T11:00:00.000Z,2024-12-27T17:13:27.067Z,19.26,Sev-D,Compute,Feature Gap,Medium,Medium,true,false,None,,,1,,6.1,0.69,3,18,false,false,false,0.5,4,36
CASE-100206,2025-03-01T15:00:00.000Z,2025-03-22T10:01:35.639Z,20.79,Sev-C,Storage,How-To,Medium,High,false,false,Knowledge,Creation,6.1,6,true,4.1,1,3.7,12,false,false,true,0.76,19,24
CASE-100207,2025-05-08T19:00:00.000Z,2025-05-22T19:40:45.918Z,14.03,Sev-C,Identity,Configuration,Medium,Medium,false,false,CaseHealth,Scoping/Troubleshooting,8.2,2,true,1.9,0.8,3.7,12,false,false,false,0.62,15,75
CASE-100208,2024-09-17T14:00:00.000Z,2024-10-04T12:19:40.052Z,16.93,Sev-C,Identity,Feature Gap,Medium,Medium,false,false,None,,,1,,6.8,0.94,3.5,12,false,false,false,0.44,9,44
CASE-100209,2025-04-30T11:00:00.000Z,2025-05-07T04:14:26.296Z,6.72,Sev-C,Data Platform,Outage,Low,Low,false,false,Blended,Creation,10.4,6,true,3.8,0.83,4.2,12,true,false,false,0.32,9,76
CASE-100210,2024-07-25T19:00:00.000Z,2024-08-05T01:14:51.251Z,10.26,Sev-C,Collaboration,Configuration,Low,Low,false,false,None,,,1,,7.5,0.65,4.1,12,true,false,false,0.28,18,72
CASE-100211,2024-09-05T16:00:00.000Z,2024-09-06T04:00:00.000Z,0.5,Sev-A,Compute,Bug,Low,Low,false,false,Blended,Scoping/Troubleshooting,5.2,2,true,1.1,0.89,3.8,5,true,false,true,0.72,11,16
CASE-100212,2024-08-08T02:00:00.000Z,2024-08-15T23:44:45.786Z,7.91,Sev-B,Storage,Outage,Low,Low,false,false,Routing,Scoping/Troubleshooting,3.2,8,true,2.8,0.93,3.7,8,true,false,false,0.49,12,5
CASE-100213,2025-04-02T10:00:00.000Z,2025-04-20T17:01:39.659Z,18.29,Sev-C,Identity,Configuration,Medium,Medium,false,false,Scoping,Creation,5.8,3,true,2.4,0.85,3.9,12,false,false,false,0.36,3,45
CASE-100214,2024-07-09T05:00:00.000Z,2024-07-23T12:05:35.259Z,14.3,Sev-C,Networking,Configuration,Medium,Medium,false,false,Knowledge,Scoping/Troubleshooting,5.2,4,false,2.6,0.88,3.7,12,false,false,true,0.75,10,72
CASE-100215,2024-02-28T11:00:00.000Z,2024-03-07T10:05:27.150Z,7.96,Sev-B,Networking,How-To,Low,Low,false,false,None,,,1,,6.7,0.81,4.1,8,true,false,false,0.18,17,26
CASE-100216,2024-11-16T15:00:00.000Z,2024-12-12T23:36:59.126Z,26.36,Sev-D,Storage,Outage,High,High,false,false,None,,,1,,7.4,0.83,2.8,18,false,false,false,0.27,23,64
CASE-100217,2025-01-02T02:00:00.000Z,2025-01-16T07:54:23.252Z,14.25,Sev-D,Networking,Performance,Low,Low,false,false,None,,,2,,8,0.92,2.6,18,true,false,false,0.1,6,14
CASE-100218,2024-09-03T19:00:00.000Z,2024-09-17T13:04:54.066Z,13.75,Sev-C,Security,How-To,Medium,Medium,false,false,Blended,Closure,6.4,5,true,5,0.93,4.1,12,false,false,true,0.8,16,65
CASE-100219,2025-05-13T05:00:00.000Z,2025-05-18T19:41:25.236Z,5.61,Sev-B,Identity,Outage,Low,Low,false,false,None,,,3,,7.5,0.87,4.5,8,true,false,false,0.34,23,79
CASE-100220,2025-03-11T13:00:00.000Z,2025-03-31T11:01:31.067Z,19.92,Sev-D,Identity,Feature Gap,Medium,Medium,false,false,Routing,Closure,5.9,7,true,2,0.91,3.6,18,false,false,false,0.36,14,15
CASE-100221,2024-03-27T00:00:00.000Z,2024-04-09T07:42:48.980Z,13.32,Sev-B,Compute,Performance,Low,High,false,false,Routing,Creation,10.6,2,true,3.1,0.9,5,8,false,false,false,0.53,23,27
CASE-100222,2025-02-09T14:00:00.000Z,2025-02-25T22:57:10.817Z,16.37,Sev-D,Networking,Performance,Low,Low,false,false,Routing,Scoping/Troubleshooting,3.3,4,true,4,0.93,4.2,18,true,false,false,0.35,9,75
CASE-100223,2025-04-18T10:00:00.000Z,2025-05-08T21:22:13.805Z,20.47,Sev-D,Collaboration,Feature Gap,Medium,High,true,false,Scoping,Creation,1.8,7,true,2.1,0.83,3.8,18,false,false,true,0.61,8,26
CASE-100224,2024-02-04T19:00:00.000Z,2024-02-21T15:45:27.936Z,16.86,Sev-C,Identity,Outage,Medium,Medium,false,false,Routing,Closure,12.1,3,true,1.4,0.98,3.8,12,false,false,true,0.65,22,15
CASE-100225,2024-04-28T07:00:00.000Z,2024-04-28T19:00:00.000Z,0.5,Sev-B,Storage,Performance,Low,Low,false,false,Scoping,Closure,6,5,true,2.3,0.9,5,8,true,false,true,0.84,7,12
CASE-100226,2024-03-24T15:00:00.000Z,2024-03-25T03:00:00.000Z,0.5,Sev-A,Identity,Configuration,Low,Low,false,true,None,,,3,,6.8,0.93,4,5,true,false,true,0.92,17,57
CASE-100227,2025-02-25T02:00:00.000Z,2025-03-03T11:38:02.752Z,6.4,Sev-B,Data Platform,How-To,Medium,Medium,false,true,Blended,Scoping/Troubleshooting,11,2,false,9.2,0.75,4.4,8,true,false,false,0.54,20,76
CASE-100228,2024-05-24T05:00:00.000Z,2024-06-10T10:11:07.084Z,17.22,Sev-D,Data Platform,How-To,Medium,Medium,false,false,Scoping,Scoping/Troubleshooting,14.5,2,true,5.2,0.92,3.4,18,true,false,true,1,10,73
CASE-100229,2024-06-22T23:00:00.000Z,2024-07-08T01:01:04.472Z,15.08,Sev-C,Compute,Configuration,Medium,Medium,false,false,Scoping,Closure,7.8,6,true,3,0.88,4.3,12,false,false,true,0.75,23,76
CASE-100230,2024-06-07T22:00:00.000Z,2024-06-22T09:53:40.192Z,14.5,Sev-C,Networking,Configuration,Medium,Low,false,false,None,,,1,,3.4,0.82,2.9,12,false,false,false,0.28,4,56
CASE-100231,2024-02-04T07:00:00.000Z,2024-02-22T17:37:29.763Z,18.44,Sev-C,Networking,Configuration,Medium,Medium,false,false,Knowledge,Closure,5.7,6,true,5.9,0.96,4.4,12,false,false,true,0.67,19,34
CASE-100232,2024-09-04T06:00:00.000Z,2024-09-23T18:11:36.372Z,19.51,Sev-B,Security,Configuration,Medium,High,false,false,None,,,2,,7.5,0.96,2.8,8,false,false,true,0.92,17,30
CASE-100233,2024-02-06T02:00:00.000Z,2024-02-21T13:15:28.859Z,15.47,Sev-C,Compute,Bug,Low,High,true,false,None,,,1,,9.1,0.75,3.9,12,false,false,false,0.57,9,59
CASE-100234,2024-03-28T10:00:00.000Z,2024-04-07T11:02:53.771Z,10.04,Sev-C,Compute,How-To,Medium,Low,false,false,Knowledge,Scoping/Troubleshooting,11.2,6,true,3.8,0.81,4.2,12,true,false,true,0.7,3,34
CASE-100235,2024-11-10T03:00:00.000Z,2024-11-23T03:28:58.463Z,13.02,Sev-B,Compute,Bug,Medium,High,false,false,Knowledge,Closure,2.9,5,true,4,0.83,4.1,8,false,false,true,0.51,6,6
CASE-100236,2024-08-28T07:00:00.000Z,2024-09-11T09:16:14.649Z,14.09,Sev-C,Identity,Feature Gap,Medium,Medium,false,false,Knowledge,Creation,10.7,6,true,3.1,0.96,4,12,false,false,true,1,10,29
CASE-100237,2024-09-11T05:00:00.000Z,2024-10-04T19:10:33.407Z,23.59,Sev-D,Networking,Performance,Medium,High,false,false,None,,,1,,6.9,0.57,3.6,18,false,true,false,0.48,9,40
CASE-100238,2025-02-13T09:00:00.000Z,2025-02-25T14:15:10.888Z,12.22,Sev-C,Data Platform,Feature Gap,Low,High,false,false,Scoping,Creation,4.5,7,true,4.3,0.91,5,12,false,false,false,0.4,18,12
CASE-100239,2024-04-23T05:00:00.000Z,2024-04-29T18:14:47.423Z,6.55,Sev-C,Compute,Configuration,Low,Low,false,false,None,,,3,,5.1,0.88,3.2,12,true,false,true,0.69,14,57
CASE-100240,2024-02-18T02:00:00.000Z,2024-02-24T18:15:46.460Z,6.68,Sev-A,Networking,How-To,Low,High,false,false,Scoping,Creation,8.8,2,true,0.7,0.99,4.5,5,false,false,true,1,4,26
CASE-100241,2025-02-08T16:00:00.000Z,2025-02-20T20:34:25.527Z,12.19,Sev-B,Networking,Configuration,Medium,Medium,false,false,Routing,Closure,9.1,6,true,6.6,0.9,4.5,8,false,false,false,0.78,24,57
CASE-100242,2024-10-15T04:00:00.000Z,2024-11-10T18:24:52.538Z,26.6,Sev-D,Identity,Feature Gap,High,High,false,true,Knowledge,Scoping/Troubleshooting,5.4,2,true,4.6,0.95,4.6,18,false,false,true,0.68,8,50
CASE-100243,2024-01-13T12:00:00.000Z,2024-01-19T09:12:37.526Z,5.88,Sev-B,Storage,Bug,Medium,Low,false,false,Routing,Closure,1.3,7,false,1.9,0.8,2.6,8,true,false,false,0.37,6,6
